"product_id","product_name","category","discounted_price","actual_price","discount_percentage","rating","rating_count","review_title"
"B07JW9H4J1","Wayona Nylon Braided USB to Lightning Fast Charging and Data Sync Cable Compatible for iPhone 13, 12,11, X, 8, 7, 6, 5, iPad Air, Pro, Mini (3 FT Pack of 1, Grey)","Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables",396,1099,0.64,4.2,24269,"Satisfied,Charging is really fast,Value for money,Product review,Good quality,Good product,Good Product,As of now seems good"
"B098NS6PVG","Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Type C Cable for Smartphones, Tablets, Laptops & other Type C devices, PD Technology, 480Mbps Data Sync, Quick Charge 3.0 (RCT15A, Black)","Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables",199,349,0.43,4,43994,"A Good Braided Cable for Your Type C Device,Good quality product from ambrane,Super cable,As,Good quality,Good product,its good,Good quality for the price but one issue with my unit"
"B096MSW6CT","Sounce Fast Phone Charging Cable & Data Sync USB Cable Compatible for iPhone 13, 12,11, X, 8, 7, 6, 5, iPad Air, Pro, Mini & iOS Devices","Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables",190,1899,0.9,3.9,7928,"Good speed for earlier versions,Good Product,Working good,Good for the price,Good,Worth for money,Working nice,it's a really nice product"
"B08HDJ86NZ","boAt Deuce USB 300 2 in 1 Type-C & Micro USB Stress Resistant, Tangle-Free, Sturdy Cable with 3A Fast Charging & 480mbps Data Transmission, 10000+ Bends Lifespan and Extended 1.5m Length(Martian Red)","Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables",329,699,0.53,4.2,94363,"Good product,Good one,Nice,Really nice product,Very first time change,Good,Fine product but could be better,Very nice it's charging like jet"
"B08CF3B7N1","Portronics Konnect L 1.2M Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function for iPhone, iPad (Grey)","Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables",156,399,0.61,4.2,16905,"As good as original,Decent,Good one for secondary use,Best quality,GOOD,Amazing product at a mind blowing price!,Nice Quality,Good product"
"B08Y1TFSP6","pTron Solero TB301 3A Type-C Data and Fast Charging Cable, Made in India, 480Mbps Data Sync, Strong and Durable 1.5-Meter Nylon Braided USB Cable for Type-C Devices for Charging Adapter (Black)","Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables",150,1000,0.85,3.9,24871,"It's pretty good,Average quality,very good and useful usb cable,Good USB cable. My experience was very good it is long lasting,Good,Nice product and useful,-,Sturdy but does not support 33w charging"
"B08WRWPM22","boAt Micro USB 55 Tangle-free, Sturdy Micro USB Cable with 3A Fast Charging & 480mbps Data Transmission (Black)","Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables",175,499,0.65,4.1,15188,"Long durable.,good,Does not charge Lenovo m8 tab,Best charging cable,good,Boat,Product was good,1.5 m <U+0915><U+093E> <U+0915><U+0947><U+092C><U+0932> <U+092E><U+0947><U+0930><U+0947> <U+0932><U+093F><U+090F> <U+092C><U+0939><U+0941><U+0924> <U+0939><U+0940> <U+0932><U+093E><U+092D><U+0926><U+093E><U+092F><U+0915> <U+0939><U+0948> <U+0964>"
"B08DDRGWTJ","MI Usb Type-C Cable Smartphone (Black)","Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables",230,299,0.23,4.3,30411,"Worth for money - suitable for Android auto,Good Product,Length,Nice,Original,Very good quay Cable support fast charging.,Original MI cable for charging upto 33 watt,I am veri happy with this product as it provide turbo charging."
"B008IFXQFU","TP-Link USB WiFi Adapter for PC(TL-WN725N), N150 Wireless Network Adapter for Desktop - Nano Size WiFi Dongle Compatible with Windows 11/10/7/8/8.1/XP/ Mac OS 10.9-10.15 Linux Kernel 2.6.18-4.4.3","Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters",500,999,0.5,4.2,179691,"Works on linux for me. Get the model with antenna.,Does what it say but other brands available at lesser price,Easy Handle,Great product,Perfect working,Speed is perfect,Great Design, Build, Connectivity Range, Packaging and other features but no linux support since v2,Very good"
"B082LZGK39","Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Micro USB Cable for Smartphones, Tablets, Laptops & Other Micro USB Devices, 480Mbps Data Sync, Quick Charge 3.0 (RCM15, Black)","Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables",200,299,0.33,4,43994,"A Good Braided Cable for Your Type C Device,Good quality product from ambrane,Super cable,As,Good quality,Good product,its good,Good quality for the price but one issue with my unit"
"B08CF3D7QR","Portronics Konnect L POR-1081 Fast Charging 3A Type-C Cable 1.2Meter with Charge & Sync Function for All Type-C Devices (Grey)","Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables",153,339,0.55,4.3,13391,"Good for fast charge but not for data transfer,Good cable compares to local the brand.,good but doesnt last,Good product,Good Product,Good and worth it,very good material quality charging speed is 15 watt,Not a fast charger"
"B0789LZTCJ","boAt Rugged v3 Extra Tough Unbreakable Braided Micro USB Cable 1.5 Meter (Black)","Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables",296,799,0.63,4.2,94363,"Good product,Good one,Nice,Really nice product,Very first time change,Good,Fine product but could be better,Very nice it's charging like jet"
"B07KSMBL2H","AmazonBasics Flexible Premium HDMI Cable (Black, 4K@60Hz, 18Gbps), 3-Foot","Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",217,700,0.69,4.4,426973,"It's quite good and value for money,Works well,Hdmi cable,Value for money,All good,Gets the job done,Delivery was good,This one was my need to purchase"
"B085DTN6R2","Portronics Konnect CL 20W POR-1067 Type-C to 8 Pin USB 1.2M Cable with Power Delivery & 3A Quick Charge Support, Nylon Braided for All Type-C and 8 Pin Devices, Green","Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables",351,899,0.61,4.2,2262,"Works,Nice Product,Fast Charging as original,Good for data transfer,Average. Cost effective,Good quality,Great Product,Nice"
"B09KLVMZ3B","Portronics Konnect L 1.2M POR-1401 Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function (White)","Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables",160,399,0.6,4.1,4768,"Great but,Worked well for 6 six months that’s it,Compatible with Apple iPad 2nd generation and charging very well.,CABLE,The product is good but the phone gets disconnected at multiple occasions.,Not a fast charging cable,Good item. Value,Amazing product and value for money"
"B083342NKJ","MI Braided USB Type-C Cable for Charging Adapter (Red)","Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables",347,399,0.13,4.4,18757,"Good product,using this product 8months It is done  I have not faced any problem so far, its build quality best,I really liked this one.,Very strong and support fast charging ,,Nice cable,Best data cable charging fast,Good job,Good but need some improvement"
"B082LSVT4B","Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Type C to Type C Cable for Smartphones, Tablets, Laptops & Other Type C Devices, PD Technology, 480Mbps Data Sync (RCTT15, Black)","Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables",247,399,0.38,4,43994,"A Good Braided Cable for Your Type C Device,Good quality product from ambrane,Super cable,As,Good quality,Good product,its good,Good quality for the price but one issue with my unit"
"B08WRBG3XW","boAt Type C A325 Tangle-free, Sturdy Type C Cable with 3A Rapid Charging & 480mbps Data Transmission(Black)","Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables",200,499,0.6,4.1,13045,"Good for charging and Data transfer,<U+0A2E><U+0A1C><U+0A3C><U+0A2C><U+0A42><U+0A24>,Good Quality but less Power Delivery,Fantastic!,Good,Not useful,Doesn't fit properly,Can't support Oppo mobile for fast charging"
"B09C6HXFC1","Duracell USB Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And Ipod. Fast Charging Lightning Cable, 3.9 Feet (1.2M) - Black","Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables",971,1799,0.46,4.5,815,"Good cable for car,Good substitute for orginal,Better Value for money Product,Way better than the original,Absolutely amazing.,Namm hi kafi hai,Very good,As the names say Durable cell it a durable cable ;-)"
"B085194JFL","tizum HDMI to VGA Adapter Cable 1080P for Projector, Computer, Laptop, TV, Projectors & TV","Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",279,499,0.44,3.7,10962,"Good product ; Average Finishing,Save it purpose well without any issue. I am satisfied,No issues,NO NEED TO PUT AUX CABLE FOR CONNECTING AUDIO FROM SECONDARY MONITOR,Good product,Not so Bad,Good,Worked will for only 3-4 months."
"B09NHVCHS9","Flix Micro Usb Cable For Smartphone (Black)","Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables",60,199,0.7,4,9378,"Worked on iPhone 7 and didn’t work on XR,Good one,Dull Physical Looks,Just Buy it,Go for it,About the product,Get charging cable at the price,Working well."
"B01M4GGIVU","Tizum High Speed HDMI Cable with Ethernet | Supports 3D 4K | for All HDMI Devices Laptop Computer Gaming Console TV Set Top Box (1.5 Meter/ 5 Feet)","Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",196,699,0.72,4.2,12153,"Cheap product and same is the performance but does the job,Good,No Box!!!,Good,Value for money,A very good quality cable with rubust built, and it does the work.,Value money,Good product."
"B094JNXNPV","Ambrane Unbreakable 3 in 1 Fast Charging Braided Multipurpose Cable for Speaker with 2.1 A Speed - 1.25 meter, Black","Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables",299,399,0.25,4,2766,"Ok cable,three pin with hybrid wire,Sturdy,Nice,Good.,So good,CarPlay Not supported,<U+092A><U+0948><U+0938><U+093E> <U+0935><U+0938><U+0942><U+0932> <U+0001F642>"
"B09W5XR9RT","Duracell USB C To Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And Ipod. Fast Charging Lightning Cable, 3.9 Feet (1.2M) - Black","Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables",980,1999,0.51,4.4,184,"Very good product.,Using as a spare cable in car,Sturdy, Durable, Fast Charging!,Good brand,It’s like original apple cable,One of the best wire ..,Super well build. Quality product worth the money,Good product"
"B077Z65HSD","boAt A400 USB Type-C to USB-A 2.0 Male Data Cable, 2 Meter (Black)","Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables",300,999,0.7,4.3,20850,"Just buy it dont even 2nd guess it,Quality is good,Nylon braided quiet sturdy,Amazing,Feels like steel harnessed wire - strong,Sturdy and durable. Useful for charging Power Banks,good,Nice quality"
"B00NH11PEY","AmazonBasics USB 2.0 - A-Male to A-Female Extension Cable for Personal Computer, Printer (Black, 9.8 Feet/3 Meters)","Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables",202,750,0.73,4.5,74976,"Nice,good,Paisa vassol,Sturdy and long.,Good for the price and great quality.,Works as expected,Good,Good"
"B09CMM3VGK","Ambrane 60W / 3A Type C Fast Charging Unbreakable 1.5m L Shaped Braided Cable, PD Technology, 480Mbps Data Transfer for Smartphones, Tablet, Laptops & other type c devices (ABLC10, Black)","Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables",180,499,0.64,4,1934,"Good product,Good for charging, bad for data transfer,Wait  to get mexmum discount.,The cable quality is best and charging pin is at right position to stand <U+0001F44D><U+0001F3FB>,So far super,Good,Good but issues with design,Maine <U+20B9>99 me liya hai offer me or ye worth hai."
"B08QSC1XY8","Zoul USB C 60W Fast Charging 3A 6ft/2M Long Type C Nylon Braided Data Cable Quick Charger Cable QC 3.0 for Samsung Galaxy M31S M30 S10 S9 S20 Plus, Note 10 9 8, A20e A40 A50 A70 (2M, Grey)","Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables",385,1099,0.65,4.3,974,"Great Cable, Charging Speeds Could Be Better,Good,A good cable.,One of the best type c cable,Works as intended.,A good buy. The extra length helps a lot.,Good,Ok"
"B008FWZGSG","Samsung Original Type C to C Cable - 3.28 Feet (1 Meter), White","Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables",599,599,0,4.3,355,"Good,Genuine product,Not first charge this cabil,,Nice cable but known durability,Got a used type c to c cable and the xable was damaged,The product is Genuine and Good,Abdul kadir,Good"
"B0B4HJNPV4","pTron Solero T351 3.5Amps Fast Charging Type-C to Type-C PD Data & Charging USB Cable, Made in India, 480Mbps Data Sync, Durable 1 Meter Long Cable for Type-C Smartphones, Tablets & Laptops (Black)","Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables",200,999,0.8,3.9,1075,"The metal pin is losing it's strength,Sahi h bs 44 rupe ki and dilivery charge 40,Good Charging cable,Good sturdy micro usb cable with good charging speeds,Cheapest micro USB cable in the market,boat is better than this,I bought this for 199rs best charging cable for all mobiles,Good"
"B08Y1SJVV5","pTron Solero MB301 3A Micro USB Data & Charging Cable, Made in India, 480Mbps Data Sync, Strong & Durable 1.5-Meter Nylon Braided USB Cable for Micro USB Devices - (Black)","Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables",100,666.66,0.85,3.9,24871,"It's pretty good,Average quality,very good and useful usb cable,Good USB cable. My experience was very good it is long lasting,Good,Nice product and useful,-,Sturdy but does not support 33w charging"
"B07XLCFSSN","Amazonbasics Nylon Braided Usb-C To Lightning Cable, Fast Charging Mfi Certified Smartphone, Iphone Charger (6-Foot, Dark Grey)","Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables",893,1900,0.53,4.4,13552,"Good,Worth to buy,Great value for price,Good product,Nice product.,Reliable and worth it!,Much more sturdy and durable than Apple cable,Good"
"B09RZS1NQT","Sounce 65W OnePlus Dash Warp Charge Cable, 6.5A Type-C to USB C PD Data Sync Fast Charging Cable Compatible with One Plus 8T/ 9/ 9R/ 9 pro/ 9RT/ 10R/ Nord & for All Type C Devices – Red, 1 Meter","Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables",200,999,0.8,4,576,"Worth it!,Good one,Robust and effective.,Good,Good,It's a good product under 199 rupees It's neatly packed and has good quality built,Nice product,Worth the price"
"B09C6HWG18","Duracell Type C To Type C 5A (100W) Braided Sync & Fast Charging Cable, 3.9 Feet (1.2M). USB C to C Cable, Supports PD & QC 3.0 Charging, 5 GBPS Data Transmission – Black","Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables",980,1999,0.51,4.2,462,"Product is as expected,Cable has problem with samsung galaxy s8 ultra tablet,Quality and service is good.,It's perfect, definitely what i needed,Worth buying this cable,Just awesome <U+0001F44C>,fast charge, sturdy build quality, absolute value for money product, 2yrs warranty, just go for it,Good"
"B00NH11KIK","AmazonBasics USB 2.0 Cable - A-Male to B-Male - for Personal Computer, Printer- 6 Feet (1.8 Meters), Black","Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables",209,695,0.7,4.5,107687,"Functionality as described,Working,Great USB in budget,Good,Good,It just works,Works with my Casio ct-x700 well,Still working after 3 months"
"B07JW1Y6XV","Wayona Nylon Braided 3A Lightning to USB A Syncing and Fast Charging Data Cable for iPhone, Ipad (3 FT Pack of 1, Black)","Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables",396,1099,0.64,4.2,24269,"Satisfied,Charging is really fast,Value for money,Product review,Good quality,Good product,Good Product,As of now seems good"
"B07KRCW6LZ","TP-Link Nano AC600 USB Wi-Fi Adapter(Archer T2U Nano)- 2.4G/5G Dual Band Wireless Network Adapter for PC Desktop Laptop, Mini Travel Size, Supports Windows 11,10, 8.1, 8, 7, XP/Mac OS 10.9-10.15","Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters",991,1599,0.38,4.3,12093,"Dual Bandwidth,It's good,Simple and effective,Easy plug and play,Only 200mbps support,Great Device for Old Laptops,Good device but be careful for a defective one.,Excellent Speeds and Coverage!"
"B09NJN8L25","FLiX (Beetel USB to Micro USB PVC Data Sync & 2A Fast Charging Cable, Made in India, 480Mbps Data Sync, Solid Cable, 1 Meter Long USB Cable for Micro USB Devices (White)(XCD-M11)","Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables",60,199,0.7,4,9378,"Worked on iPhone 7 and didn’t work on XR,Good one,Dull Physical Looks,Just Buy it,Go for it,About the product,Get charging cable at the price,Working well."
"B07XJYYH7L","Wecool Nylon Braided Multifunction Fast Charging Cable For Android Smartphone, Ios And Type C Usb Devices, 3 In 1 Charging Cable, 3A, (3 Feet) (Black)","Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables",330,999,0.67,3.3,9792,"Its slow in charging,Ok product,Looks good, but charges slow,very slow charing.,Poor quality, iPhone part will last for two months only, other two are ok,Charger,Product ok,Slow charging"
"B002PD61Y4","D-Link DWA-131 300 Mbps Wireless Nano USB Adapter (Black)","Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters",507,1208,0.58,4.1,8131,"good tool to use for,Brand is always good,Overall good and a better experience,It is useful to me.,Works well with cpplus dvr,Good,Its not plug an play u need to install the driver and will support till 2.4 Ghz not above that,Surveillance Camera In My House"
"B014I8SSD0","Amazon Basics High-Speed HDMI Cable, 6 Feet - Supports Ethernet, 3D, 4K video,Black","Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",309,475,0.35,4.4,426973,"It's quite good and value for money,Works well,Hdmi cable,Value for money,All good,Gets the job done,Delivery was good,This one was my need to purchase"
"B09L8DSSFH","7SEVEN® Compatible for Samsung Smart 4K Ultra HD TV Monitor Remote Control Replacement of Original Samsung TV Remote for LED OLED UHD QLED and Suitable for 6 7 8 Series Samsung TV with Hot Keys BN59-01259E","Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",400,999,0.6,3.6,493,"Overall Good,Works well. Will comment on durability after using it for a few months.,Nice product,Channel button doesn't work,Compatible with every smart tv,functionality at a budget,Number keys not working,It's good to go ahead with this, for Samsung 6 series"
"B07232M876","Amazonbasics Micro Usb Fast Charging Cable For Android Smartphone,Personal Computer,Printer With Gold Plated Connectors (6 Feet, Black)","Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables",198,395,0.5,4.2,92595,"Using it with my QC 3 Charger .So far- So good.A Quality cable with a sturdy construction & troublefree performance.,Awesome product go for buy it <U+0001F44D>,Execellent,Sturdy micro USB cable for Old phones,Super,Product description says 3 feet it's hardly a foot length wire.,Good,Excellent quality cable"
"B07P681N66","TP-Link AC600 600 Mbps WiFi Wireless Network USB Adapter for Desktop PC with 2.4GHz/5GHz High Gain Dual Band 5dBi Antenna Wi-Fi, Supports Windows 11/10/8.1/8/7/XP, Mac OS 10.15 and earlier (Archer T2U Plus)","Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters",1209,2199,0.45,4.4,24780,"Works flawlessly on Ubuntu 22.04 (if installed correctly),Best for kali. Do not read another review.,Nice product,From 0 to 70 …,Good External Wifi Signal Provider,Superb,Awesome and easy to use,Good product"
"B0711PVX6Z","AmazonBasics Micro USB Fast Charging Cable for Android Phones with Gold Plated Connectors (3 Feet, Black)","Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables",180,500,0.64,4.2,92595,"Using it with my QC 3 Charger .So far- So good.A Quality cable with a sturdy construction & troublefree performance.,Awesome product go for buy it <U+0001F44D>,Execellent,Sturdy micro USB cable for Old phones,Super,Product description says 3 feet it's hardly a foot length wire.,Good,Excellent quality cable"
"B082T6V3DT","AmazonBasics New Release Nylon USB-A to Lightning Cable Cord, Fast Charging MFi Certified Charger for Apple iPhone, iPad (6-Ft, Rose Gold)","Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables",798,2100,0.62,4.3,8188,"Good product but costly,It’s really long n sturdy no homo <U+0001F525>,Takes longer to charge than the regular cable,Quality is really good,iPhone X pink charging cable long one <U+261D><U+FE0F>,A good purchase,It charges fine for me,Absolutely fantastic USB<U+0001F44D><U+0001F44D><U+0001F44D>"
"B0BFWGBX61","Ambrane Unbreakable 3A Fast Charging Braided Type C Cable    1.5 Meter (RCT15, Blue) Supports QC 2.0/3.0 Charging","Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables",199,349,0.43,4.1,314,"Good product,Strong and powerful,Useful product.,Very nice <U+0001F44C> <U+0001F44D> product,Good <U+0001F44D><U+0001F3FB>,Good,USB,Strong buid , study design , charging speed <U+2639><U+FE0F>"
"B01N90RZ4M","Tata Sky Universal Remote","Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",230,499,0.54,3.7,2960,"The button contacts are not very good.,Okay for temporary use,Seller: Smart Place Store; Remote Not original,It's below average,Ok,Tata sky remote,Tatasky remote.,Working one, but parts are flimsy."
"B0088TKTY2","TP-LINK WiFi Dongle 300 Mbps Mini Wireless Network USB Wi-Fi Adapter for PC Desktop Laptop(Supports Windows 11/10/8.1/8/7/XP, Mac OS 10.9-10.15 and Linux, WPS, Soft AP Mode, USB 2.0) (TL-WN823N),Black","Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters",644,1399,0.54,4.2,179691,"Works on linux for me. Get the model with antenna.,Does what it say but other brands available at lesser price,Easy Handle,Great product,Perfect working,Speed is perfect,Great Design, Build, Connectivity Range, Packaging and other features but no linux support since v2,Very good"
"B0B4DT8MKT","Wecool Unbreakable 3 in 1 Charging Cable with 3A Speed, Fast Charging Multi Purpose Cable 1.25 Mtr Long, Type C cable, Micro Usb Cable and Cable for iPhone, White","Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables",345,1499,0.77,4.2,656,"Nice,Awesome,Quick not charger<U+0001F90F>,Expensive at this price,Multiple mobile can’t be charged at a time,THIS IS FAST CHARGING ON BOTH MY SAMSUNG PHONES AND IPHONE TOO. Go for it !!,Excellent quality!,CHARGING CABLE"
"B08CDKQ8T6","Portronics Konnect L 1.2Mtr, Fast Charging 3A Micro USB Cable with Charge & Sync Function (Grey)","Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables",154,349,0.56,4.3,7064,"It's working,It's gud <U+0001F633>,Cable quality is good.,Durable and Works Well,Good data cable same as shown in pic,Portronics knonnect L 1.2 mtr Micro USB cable,Ok,Great quality"
"B07B275VN9","Airtel DigitalTV DTH Television, Setup Box Remote Compatible for SD and HD Recording (Black)","Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",176,799,0.78,3.7,2201,"Simple and good,Satisfied!,Good one,Light weight, good working,ok,Poor quality! Stopped working after a month!,Not able to connect,Works well with Airtel DTH"
"B0994GFWBH","Lapster 1.5 mtr USB 2.0 Type A Male to USB A Male Cable for computer and laptop","Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables",140,999,0.86,4,1313,"A well-priced product.,Lenthy cord.,Product is working as expected.,Lengthy cable, works for car dashcam,Product is okay but they give 50rs for giving 5 stars.,Misleading length (1.2m), rest fine,Good Product,Good"
"B01GGKZ0V6","AmazonBasics USB Type-C to USB Type-C 2.0 Cable - 3 Feet Laptop (0.9 Meters) - White","Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables",330,845,0.61,4.2,29746,"Its ok product not too good not bad,Cheap and best,Performance,Works well,Not working with Fast Charger,This Type-C cable is awesome<U+0001F60D>.,Does not support display,Good"
"B014I8SX4Y","Amazon Basics High-Speed HDMI Cable, 6 Feet (2-Pack),Black","Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",308,1400,0.78,4.4,426973,"It's quite good and value for money,Works well,Hdmi cable,Value for money,All good,Gets the job done,Delivery was good,This one was my need to purchase"
"B09Q8HMKZX","Portronics Konnect L 20W PD Quick Charge Type-C to 8-Pin USB Mobile Charging Cable, 1.2M, Tangle Resistant, Fast Data Sync(Grey)","Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables",266,699,0.62,4.1,450,"Iphone User,Overall good,Perfect price, perfect fit,Good,Worth,Perfect replacement for Apple cable,At this price it's a steal.,Good cable with decent price"
"B07966M8XH","Model-P4 6 Way Swivel Tilt Wall Mount 32-55-inch Full Motion Cantilever for LED,LCD and Plasma TV's","Electronics|HomeTheater,TV&Video|Accessories|TVMounts,Stands&Turntables|TVWall&CeilingMounts",1589,2999,0.47,4.2,2727,"A nice & sturdy product.,Assembly,nyc hairdryee,Good,Fits perfectly!!,Not suitable for 50inch and above <U+0001F61F>,Worth buying,Worth"
"B01GGKYKQM","Amazon Basics USB Type-C to USB-A 2.0 Male Fast Charging Cable for Laptop - 3 Feet (0.9 Meters), Black","Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables",217,700,0.69,4.3,20053,"You can trust on this one,The best usb cable,Wel build just like original .,Nice!!,Working perfectly,Basic,Good,No issues"
"B0B86CDHL1","oraimo 65W Type C to C Fast Charging Cable USB C to USB C Cable High Speed Syncing, Nylon Braided 1M length with LED Indicator Compatible For Laptop, Macbook, Samsung Galaxy S22 S20 S10 S20Fe S21 S21 Ultra A70 A51 A71 A50S M31 M51 M31S M53 5G","Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables",351,899,0.61,4.5,149,"It worked well for some days later it is not working , I want it to replace.,Extremely fine,Superb product,This is very decent, quality is super good!,Good,Awesome Product Quantity & Value For Money,Go for it..,Be(a)st in the market."
"B0B5ZF3NRK","CEDO 65W OnePlus Dash Warp Charge Cable, USB A to Type C Data Sync Fast Charging Cable Compatible with One Plus 3 /3T /5 /5T /6 /6T /7 /7T /7 pro & for All Type C Devices - 1 Meter, Red","Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables",347,599,0.42,4.1,210,"Good.,Good product,Ultimate product,Good Product,Not that good. But ok for the price.,Fast cable,Fast charging <U+0001F44D>,Best Alternative to Original Cable"
"B08R69VDHT","Pinnaclz Original Combo of 2 Micro USB Fast Charging Cable, USB Charging Cable for Data Transfer Perfect for Android Smart Phones White 1.2 Meter Made in India (Pack of 2)","Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables",115,499,0.77,4,7732,"Very good product and met my need.  Thanks,Decent value,Nice quality… trustable…,Just well in this price.,supports 2.4 amps fast charging,Nice,Nice.,Value for money"
"B09RWZRCP1","boAt Type C A750 Stress Resistant, Tangle-free, Sturdy Flat Cable with 6.5A Fast Charging & 480Mbps Data Transmission, 10000+ Bends Lifespan and Extended 1.5m Length(Rebellious Black)","Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables",400,999,0.6,4.1,1780,"Better..!!,Charging speed is not guaranteed!,Exactly as advertised,Excellent warp charge cable,Nice,Amazing cable,Best fast charging cable,Really a good cable, Recommend"
"B09CMP1SC8","Ambrane 2 in 1 Type-C & Micro USB Cable with 60W / 3A Fast Charging, 480 mbps High Data, PD Technology & Quick Charge 3.0, Compatible with All Type-C & Micro USB Devices (ABDC-10, Black)","Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables",200,499,0.6,4.1,602,"Good product,Its good, but micro usb doesn't fit my phone.,Good and useful item,It is very best cable,good,2 in 1 Charging Cable.,Sturdy cable overall,Nice & Best Charger Cabel"
"B09YLXYP7Y","Ambrane 60W / 3A Fast Charging Output Cable with Type-C to USB for Mobile, Neckband, True Wireless Earphone Charging, 480mbps Data Sync Speed, 1m Length (ACT - AZ10, Black)","Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables",180,399,0.55,4,1423,"GOOD,Thank you  Amazon very good charging cable,Good,Very good product,good quality,Very Good Product,This is fast charging USB!,Simply perfect at the price of below 100"
