"product_id","product_name","category","discounted_price","actual_price","discount_percentage","rating","rating_count","review_title"
"B0B217Z5VK","Noise Buds VS402 Truly Wireless in Ear Earbuds, 35-Hours of Playtime, Instacharge, Quad Mic with ENC, Hyper Sync, Low Latency, 10mm Driver, Bluetooth v5.3 and Breathing LED Lights (Neon Black)","Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",1800,3999,0.55,3.9,3517,"Clear voice,Nice,Good and recomended,It was a nice product,It's good.,Vishal Mandal,Value of Money,Bass quality was good"
"B07B88KQZ8","JBL Go 2, Wireless Portable Bluetooth Speaker with Mic, JBL Signature Sound, Vibrant Color Options with IPX7 Waterproof & AUX (Blue)","Electronics|HomeAudio|Speakers|BluetoothSpeakers",2009,2999,0.33,4.3,63899,"Don't believe the other reviews,Awesome sound and clarity for like name JBL,Bass is <U+2764><U+FE0F>,Quality,Excellent sound quality and bass,, gud battery life Best speaker for single room use,Sound is not protect,Good audio.,Not a significant upgrade from JBL Go"
"B01M4GGIVU","Tizum High Speed HDMI Cable with Ethernet | Supports 3D 4K | for All HDMI Devices Laptop Computer Gaming Console TV Set Top Box (1.5 Meter/ 5 Feet)","Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",196,699,0.72,4.2,12153,"Cheap product and same is the performance but does the job,Good,No Box!!!,Good,Value for money,A very good quality cable with rubust built, and it does the work.,Value money,Good product."
"B07Z3K96FR","Robustrion Tempered Glass Screen Protector for iPad 10.2 inch 9th Gen Generation 2021 8th Gen 2020 7th Gen 2019","Computers&Accessories|Accessories&Peripherals|TabletAccessories|ScreenProtectors",405,1499,0.73,4.1,5730,"Gud for the price, but adhesion quality is not very good,Nothing unique……,Attracts too much finger impressions,Perfect Fit (Almost),Easy to install,They provide tissues and wipes,Work well and easy to install,Gud product in budget"
"B0756CLQWL","Redgear Pro Wireless Gamepad with 2.4GHz Wireless Technology, Integrated Dual Intensity Motor, Illuminated Keys for PC(Compatible with Windows 7/8/8.1/10 only)","Computers&Accessories|Accessories&Peripherals|PCGamingPeripherals|Gamepads",1680,3999,0.58,4.2,25488,"Value for money,Very good.,Overall good but very fragile! KEYS STOPPED WORKING AFTER 3 MONTHS,Got what I wanted,good,Recommended I used wired version,slightly overpriced but worth it.,Product"
"B004IO5BMQ","Logitech M235 Wireless Mouse, 1000 DPI Optical Tracking, 12 Month Life Battery, Compatible with Windows, Mac, Chromebook/PC/Laptop","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",696,995,0.3,4.5,54405,"Good silent mouse,Too small to hold!,Reviewing after 8 months of with battery backup review,Its very small  do take note of that,** Nice product,Good product,Good Buy for normal use in office,Stylish mouse"
"B09Z6WH2N1","STRIFF 12 Pieces Highly Flexible Silicone Micro USB Protector, Mouse Cable Protector, Suit for All Cell Phones, Computers and Chargers (White)","Electronics|Mobiles&Accessories|MobileAccessories|Décor",95,499,0.81,4.2,1949,"Very useful,Very useful item to make your phone cables long lasting,Price can be reduced as this product is not worth for 80 rs,Value for money,It is useful,Good product,Good quality,Its good item in this money"
"B01HGCLUH6","TP-link N300 WiFi Wireless Router TL-WR845N | 300Mbps Wi-Fi Speed | Three 5dBi high gain Antennas | IPv6 Compatible | AP/RE/WISP Mode | Parental Control | Guest Network","Computers&Accessories|NetworkingDevices|Routers",1155,1699,0.32,4.2,122478,"Received defective item update: better now,Good product,Good connectivity,Good <U+0001F44D>,Go 4 it.....,Easy to Install,Nice product.,Works good"
"B01N4EV2TL","Logitech MK240 Nano Wireless USB Keyboard and Mouse Set, 12 Function Keys 2.4GHz Wireless, 1000DPI, Spill-Resistant Design, PC/Mac, Black/Chartreuse Yellow","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MouseSets",1496,1995,0.25,4.3,7241,"Good for typing, compact,Good product but bad packing,liked it,No caps lock light,All good, except the tiny dongle which has high chances of loosing.,Amazing product incredibly bad packaging,GOOD <U+0001F44D>,Mouse light is not working but it’s working"
"B08MZQBFLN","Callas Multipurpose Foldable Laptop Table with Cup Holder | Drawer | Mac Holder | Table Holder Study Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (WA-27-Black)","Computers&Accessories|Accessories&Peripherals|LaptopAccessories|Lapdesks",850,4999,0.83,4,20457,"Nice but price should be reduced,WORTH FOR MONEY,Good meterial,Table is good,VALUE FOR MONEY,Good product,Please sell spare parts also,Good"
"B0752LL57V","Casio MJ-12D 150 Steps Check and Correct Desktop Calculator","OfficeProducts|OfficeElectronics|Calculators|Basic",440,440,0,4.5,8610,"Very easy to use,Easy to use .,Best calculator for CA students,good performanace,Nice,Best,Very nice and steardy,Good product"
"B08K4PSZ3V","Tukzer Capacitive Stylus Pen for Touch Screens Devices, Fine Point, Lightweight Metal Body with Magnetism Cover Cap for Smartphones/Tablets/iPad/iPad Pro/iPhone (Grey)","Electronics|Mobiles&Accessories|MobileAccessories|StylusPens",350,999,0.65,3.8,16557,"Only affordable Stylus that works with Apple,Product is good, but Spare disk is missing for me.,Best deal for this price,Good but improvement needed,Average, better option are available,very fast and smooth work,Precision & speedy,Amazing"
"B09Z28BQZT","Amazon Basics Multipurpose Foldable Laptop Table with Cup Holder, Brown","Computers&Accessories|Accessories&Peripherals|LaptopAccessories|Lapdesks",600,3999,0.85,3.9,1087,"Good product but little costly,Very sturdy and easy to handle and carry,Ok,Good one but not exactly like shown pictures,Good,good quality,Good quality product,Very strong but not stable at all"
"B094DQWV9B","Kanget [2 Pack] Type C Female to USB A Male Charger | Charging Cable Adapter Converter compatible for iPhone 14, 13, 12,11 Pro Max/Mini/XR/XS/X/SE, Samsung S20 ultra/S21/S10/S8/S9/MacBook Pro iPad (Grey)","Computers&Accessories|Accessories&Peripherals|Adapters|USBtoUSBAdapters",148,399,0.63,4,1540,"Good and does it’s work,Nice product working absolutely fine,Good,Good product,Value for Money,Okay overall,Value for money..,Good product for i phone users"
"B0BBMPH39N","Amazon Basics Magic Slate 8.5-inch LCD Writing Tablet with Stylus Pen, for Drawing, Playing, Noting by Kids & Adults, Black","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|GraphicTablets",290,999,0.71,4.1,401,"I like to draw on it,Best  writing pad,Great for Noting or Doodling,Good to go,The pen is too flowy and the strokes are coming out a bit thick,Magic Slate 15-inch LCD Writing Tablet,The quality and build seems good so far.,Very useful product"
"B097JQ1J5G","Zebronics ZEB-90HB USB Hub, 4 Ports, Pocket Sized, Plug & Play, for Laptop & Computers","Computers&Accessories|Accessories&Peripherals|USBHubs",180,499,0.64,3.4,9385,"Average usb hub,Inferior quality goods,its CHEAP,Built in quality is low,Ok,Finish is not very good,Recieved damage piece,Packaging was damaged and is not new piece"
"B07YY1BY5B","Noise ColorFit Pro 2 Full Touch Control Smart Watch with 35g Weight & Upgraded LCD Display,IP68 Waterproof,Heart Rate Monitor,Sleep & Step Tracker,Call & Message Alerts & Long Battery Life (Jet Black)","Electronics|WearableTechnology|SmartWatches",1500,4999,0.7,4,92588,"nice product,Great watch,Ok ok,Nice <U+0001F44D>,Thik thak,Avarage,Smart watch,They can improve more"
"B08VRMK55F","Zebronics Zeb Buds C2 in Ear Type C Wired Earphones with Mic, Braided 1.2 Metre Cable, Metallic Design, 10mm Drivers, in Line Mic & Volume Controller (Blue)","Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",398,699,0.43,3.4,3454,"Dissapointed in the microphone,Overall Good product in budget,don't buy for calling purpose..,Gets the job done,Good,Value for money,One side stopped working in 2 months,Very average sounding earphones"
"B08CHZ3ZQ7","Redgear A-15 Wired Gaming Mouse with Upto 6400 DPI, RGB & Driver Customization for PC(Black)","Computers&Accessories|Accessories&Peripherals|PCGamingPeripherals|GamingMice",599,799,0.25,4.3,15790,"Very good mouse Under 500,pretty good gaming mouse,very good in this budget,Really comfortable,good mouse just plug and play,Good enough,Best budget gaming mouse,Too big too hold, but you will get around it."
"B08SCCG9D4","JBL Commercial CSLM20B Auxiliary Omnidirectional Lavalier Microphone with Battery for Content Creation, Voiceover/Dubbing, Recording (Black,Small)","Computers&Accessories|Accessories&Peripherals|Audio&VideoAccessories|PCMicrophones",940,2000,0.53,3.9,14969,"It's just good !,Good for WFH,Works according to needs,Great product for beginners,Good for beginners,Very nice product,Ambiance sound capture,JBL mic is best for Biginaers"
"B00ZRBWPA0","Eveready Red 1012 AAA Batteries - Pack of 10","Electronics|GeneralPurposeBatteries&BatteryChargers|DisposableBatteries",158,180,0.12,4.3,989,"Nice .,very good batteries received,Longtevity,Good product, Good seller,Reasonable pricing,I liked the package and product is very good,Good,Value for money"
"B0B2DD66GS","SanDisk Extreme microSD UHS I Card 128GB for 4K Video on Smartphones,Action Cams 190MB/s Read,90MB/s Write","Electronics|Accessories|MemoryCards|MicroSD",1334,2900,0.54,4.5,19624,"Good quality product, Best suitable storage for 4k videos,Perfect for nintendo switch oled,Best in the segmet...,Expensive,Product Is Good,Good,The delivered one was 90Mbps write property,Nice Write Speed But Read Speed Is not that much is giv..Read Speed goes to 90mbps Write 80to90mbps"
"B09M869Z5V","Portronics MPORT 31C 4-in-1 USB Hub (Type C to 4 USB-A Ports) with Fast Data Transfer","Computers&Accessories|Accessories&Peripherals|USBHubs",569,999,0.43,4.2,3201,"Value For Money But....,Compact and Budget friendly,Average,Nice product,Premium build but hoped it had more USB3.0,Decent product,Very useful for Mac users,Works fine with Macbook air M2"
"B07W6VWZ8C","Infinity (JBL Fuze Pint, Wireless Ultra Portable Mini Speaker with Mic, Deep Bass, Dual Equalizer, Bluetooth 5.0 with Voice Assistant Support for Mobiles (Black)","Electronics|HomeAudio|Speakers|OutdoorSpeakers",900,1999,0.55,4.1,30469,"Best Speaker at low price,Good quality,Very small compared to price.,Pocket dynamite,Cute one,LOUD AND GOOD BLUETOOTH SPEAKER,Portable and good one,Superb yet portable speaker"
"B07Z1X6VFC","AirCase Protective Laptop Bag Sleeve fits Upto 13.3"" Laptop/ MacBook, Wrinkle Free, Padded, Waterproof Light Neoprene case Cover Pouch, for Men & Women, Black- 6 Months Warranty","Computers&Accessories|Accessories&Peripherals|LaptopAccessories|Bags&Sleeves|LaptopSleeves&Slipcases",450,999,0.55,4.4,9940,"Quality is worth the price!,Good for holding,Packaging was not good,good product,Good Product,Built quality of product is excellent,Best in quality & look,BEST"
"B07YL54NVJ","Brand Conquer 6 in 1 with OTG, SD Card Reader, USB Type C, USB 3.0 and Micro USB, for Memory Card | Portable Card Reader | Compatible with TF, SD, Micro SD, SDHC, SDXC, MMC, RS-MMC, Micro SDXC","Computers&Accessories|ExternalDevices&DataStorage|ExternalMemoryCardReaders",549,999,0.45,4.3,7758,"Worth Buying,It's a very good product at these price range go for it.,Camera SD card reader,A very handy gadget for transferring data between various devices,Product is good and working properly,Nice product,Reveewing after 3 weeks.,Use full product"
"B0759QMF85","TP-Link AC750 Dual Band Wireless Cable Router, 4 10/100 LAN + 10/100 WAN Ports, Support Guest Network and Parental Control, 750Mbps Speed Wi-Fi, 3 Antennas (Archer C20) Blue, 2.4 GHz","Computers&Accessories|NetworkingDevices|Routers",1535,2399,0.36,4.3,68409,"Con = no bandwidth control,Setup is smooth and easy,Good coverage,as money as goods,The signal reach could be better,overall is ok,Product,Class product from TP-Link! A worthy investment."
"B00LM4X0KU","Parker Quink Ink Bottle, Blue","OfficeProducts|OfficePaperProducts|Paper|Stationery|Pens,Pencils&WritingSupplies|Pens&Refills|BottledInk",100,100,0,4.3,3095,"Clearly makes a difference,Good,Value for money,Good material,The ink of parker is very lite,Good,Good,Very good"
"B08PFSZ7FH","STRIFF Laptop Stand Adjustable Laptop Computer Stand Multi-Angle Stand Phone Stand Portable Foldable Laptop Riser Notebook Holder Stand Compatible for 9 to 15.6” Laptops Black(Black)","Computers&Accessories|Accessories&Peripherals|LaptopAccessories|NotebookComputerStands",300,1499,0.8,4.2,903,"Decent quality product for the price,Nice product,Sturdy,Nice companion,Need for those who has neck pain working on Laptops,Laptop stand,Good quality,Good product"
"B012MQS060","Logitech MK215 Wireless Keyboard and Mouse Combo for Windows, 2.4 GHz Wireless, Compact Design, 2-Year Battery Life(Keyboard),5 Month Battery Life(Mouse) PC/Laptop- Black","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MouseSets",1292,1795,0.28,4.1,25771,"Early impression comparing MK215 with MK270  - bit underwhelmed,Lagging,It is working fine till now.,Does the job well,Excellent,Worth,To avoid lag, plug into USB port without neighboring connections,Good"
"B01MF8MB65","boAt Bassheads 225 in Ear Wired Earphones with Mic(Blue)","Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",699,999,0.3,4.1,273189,"The best earphones you can find out there under 500 Bucks..??? Are they Comfortable..?? Let's find out.....,:( Not so good Not so bad :),Good but i don't recommend,Sexy,You can expect it to work for a year,Good buy but 1 side earphone stopped after 6-7 months,Vocals are good music is bit dizzy and there is a sound zzzzzzzzzz when everything is silent ..,Superb"
"B00LHZWD0C","Luxor 5 Subject Single Ruled Notebook - A4, 70 GSM, 300 pages","OfficeProducts|OfficePaperProducts|Paper|Stationery|Notebooks,WritingPads&Diaries|CompositionNotebooks",252,315,0.2,4.5,3785,"Good note book,Five Star Product,Nothing,Not bad, decent buy,Amazing  quality,Good quality paper/binder/separator ( Value for money),Great for writing notes,One minus star is for one defective piece.."
"B08QDPB1SL","Duracell Chhota Power AA Battery Set of 10 Pcs","Electronics|GeneralPurposeBatteries&BatteryChargers|DisposableBatteries",189,220,0.14,4.4,2866,"Does not fit the Duracell label,Very appropriate & long lasting cells,Uh should buy,Ok,Value for money,Great battery,Badhiya,Nice <U+0001F44D>"
"B07BRKK9JQ","Zebronics Zeb-Transformer Gaming Keyboard and Mouse Combo (USB, Braided Cable)","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MouseSets",1295,1599,0.19,4.3,27223,"Click-Bet,The alphabet doesn't light up,It is good but sometimes button got stuck and ruin your game,dont get your hopes too hight up,Good and superb but the RGB modes are less but good u can go for it,Itz mouse is so smout,Good,Cool looking"
"B01EZ0X3L8","SanDisk Ultra 64 GB USB Pen Drives (SDDDC2-064G-I35, Black, Silver)","Computers&Accessories|ExternalDevices&DataStorage|PenDrives",726,1650,0.56,4.3,82356,"Average pendrive with mobile connectivity,2 in 1 type c and usb,Worth for money,Fine purchase,Great to store memories and notes,Nice,Value for Money.,Very good product"
"B00LM4W1N2","Parker Classic Gold Gold Trim Ball Pen","OfficeProducts|OfficePaperProducts|Paper|Stationery|Pens,Pencils&WritingSupplies|Pens&Refills|RetractableBallpointPens",480,600,0.2,4.3,5719,"So good ,nice looking,Value for money and a nice product,Awesome Product,overrated,Really good,Good,It is very good <U+0001F44D>,Good"
"B0949SBKMP","boAt Flash Edition Smart Watch with Activity Tracker, Multiple Sports Modes, 1.3"" Screen, 170+ Watch Faces, Sleep Monitor, Gesture, Camera & Music Control, IP68 & 7 Days Battery Life(Lightning Black)","Electronics|WearableTechnology|SmartWatches",1817,6990,0.74,4,26880,"It's pretty decent,Friendly product,I love its design btw it's a descent watch .,Excellent<U+0001F44D><U+0001F4AF>,The Blue color is worst. BUY RED ONE,Design very good,Its worth it,Very nice"
"B08YD264ZS","Tarkan Portable Folding Laptop Desk for Bed, Lapdesk with Handle, Drawer, Cup & Mobile/Tablet Holder for Study, Eating, Work (Black)","Computers&Accessories|Accessories&Peripherals|LaptopAccessories|Lapdesks",1000,2499,0.6,4.3,1690,"Good,Quite Good, just a little too costly, but worth it,Best in this budget segment,Table is good,, wood is hard, legs are strong, but plastic frame is broken at one corner,The product quality is good. The size is small. It is stable not bending while working on table.,Good <U+0001F44D>,Perfect for WFH !,Best buy"
"B094JNXNPV","Ambrane Unbreakable 3 in 1 Fast Charging Braided Multipurpose Cable for Speaker with 2.1 A Speed - 1.25 meter, Black","Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables",299,399,0.25,4,2766,"Ok cable,three pin with hybrid wire,Sturdy,Nice,Good.,So good,CarPlay Not supported,<U+092A><U+0948><U+0938><U+093E> <U+0935><U+0938><U+0942><U+0932> <U+0001F642>"
"B00GZLB57U","Quantum RJ45 Ethernet Patch Cable/LAN Router Cable with Heavy Duty Gold Plated Connectors Supports Hi-Speed Gigabit Upto 1000Mbps, Waterproof and Durable,1-Year Warranty-32.8 Feet (10 Meters)(White)","Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|EthernetCables",238,699,0.66,4.4,8372,"Good product,4 star overall,Good, nice worth it,Good cable,Good product,Reasonable price, good quality.,amazing,PERFECT!!"
"B07V82W5CN","HP USB Wireless Spill Resistance Keyboard and Mouse Set with 10m Working Range 2.4G Wireless Technology / 3 Years Warranty (4SC12PA), Black","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MouseSets",1341,2198,0.39,4,7113,"Great for typing horrible for gaming.,Performance good and smooth. <U+0001F496><U+0001F496>,Value for money,Keyboard,good for the price,This is the best wireless keyboard,Worth it product.......,Nice one"
"B077Z65HSD","boAt A400 USB Type-C to USB-A 2.0 Male Data Cable, 2 Meter (Black)","Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables",300,999,0.7,4.3,20850,"Just buy it dont even 2nd guess it,Quality is good,Nylon braided quiet sturdy,Amazing,Feels like steel harnessed wire - strong,Sturdy and durable. Useful for charging Power Banks,good,Nice quality"
"B08HD7JQHX","HUMBLE Dynamic Lapel Collar Mic Voice Recording Filter Microphone for Singing Youtube SmartPhones, Black","Computers&Accessories|Accessories&Peripherals|Audio&VideoAccessories|PCMicrophones",200,499,0.6,3.3,2804,"No TRRS to TRS converter in the box,Not suitable for DSLR camera,Good for beginners,OK,Don't buy,For beginners it's good,Average product,It is a good and useful mic for YouTube content maker"
"B09Y14JLP3","STRIFF UPH2W Multi Angle Tablet/Mobile Stand. Holder for iPhone, Android, Samsung, OnePlus, Xiaomi. Portable,Foldable Stand.Perfect for Bed,Office, Home,Gift and Desktop (White)","Electronics|Mobiles&Accessories|MobileAccessories|Stands",100,499,0.8,4.1,2451,"Totally worth rs99,Best,Good,Valuable,Fulfil purpose, easy to carry,Good product,Good product,Good"
"B09ZHCJDP1","Amazon Basics Wireless Mouse | 2.4 GHz Connection, 1600 DPI | Type - C Adapter | Upto 12 Months of Battery Life | Ambidextrous Design | Suitable for PC/Mac/Laptop","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",500,1000,0.5,5,23,"Very responsive and stylish mouse,Simply Awesome,Satisfactory but OTG not working,Satisfied with this wireless mouse,Overall performance is good.,Overall very happy with the product,Strong build with silent click,Excellent mouse for the price"
"B08C4Z69LN","Crucial RAM 8GB DDR4 3200MHz CL22 (or 2933MHz or 2666MHz) Laptop Memory CT8G4SFRA32A","Computers&Accessories|Components|Memory",1785,3500,0.49,4.5,26194,"FPS increased in games after installing it <U+0001F60D>,Worst Experience turned great,Very good product,Really increase performance,8gb ram r*8,It Worked,Good ram at good price.,Good RAM"
"B016XVRKZM","APC Back-UPS BX600C-IN 600VA / 360W, 230V, UPS System, an Ideal Power Backup & Protection for Home Office, Desktop PC & Home Electronics","Computers&Accessories|Accessories&Peripherals|UninterruptedPowerSupplies",3280,4100,0.2,3.9,15783,"Most featured UPS,Not Sufficient for a 65"" Sony 4K TV,Easy to install,Kind of useless for a PC with a GPU,How to return,Value for money,Big,Good stuff for it's purpose, it is working"
"B00LHZW3XY","Luxor 5 Subject Single Ruled Notebook - A5 Size, 70 GSM, 300 Pages","OfficeProducts|OfficePaperProducts|Paper|Stationery|Notebooks,WritingPads&Diaries|CompositionNotebooks",124,180,0.31,4.4,8053,"Value for money,Small-sized Notebook,Worthy for money,Quality,I think it is a normal product,Value for money,Quality,Quality Product"
"B098JYT4SY","Zebronics Zeb-Jaguar Wireless Mouse, 2.4GHz with USB Nano Receiver, High Precision Optical Tracking, 4 Buttons, Plug & Play, Ambidextrous, for PC/Mac/Laptop (Black+Grey)","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",405,1190,0.66,4.1,2809,"Good work,super quality,Good mouse. Handy for work from home.,Good Mouse for Laptop,very nice to use and soundless,Good,At this price, it's definitely best. Good working and functioning.,Good"
"B08CFCK6CW","Boult Audio Truebuds with 30H Playtime, IPX7 Waterproof, Lightning Boult™ Type C Fast Charging (10 Min=100Mins), BoomX™ Tech Rich Bass, Pro+ Calling HD Mic, Touch Controls in Ear Earbuds TWS (Grey)","Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",1200,7999,0.85,3.6,25910,"Worst product<U+0001F621>,Ok product,Good product <U+0001F44D>,Good. Does the Job,Fitting Issue and Charging issue,Not working.,Superb I love it,It's ok nice..but not up to the mark"
"B09P564ZTJ","Wembley LCD Writing Pad/Tab | Writing, Drawing, Reusable, Portable Pad with Colorful Letters | 9 Inch Graphic Tablet (Assorted)","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|GraphicTablets",240,1599,0.85,3.8,1173,"Brightness effect,Birthday Gift for my nephew...,Product damage,Very good !,Nice product,Very good product,Just Ok Ok type Quality and costly, Not a Standard Quality Product.,Good quality product"
"B07MSLTW8Z","Gizga Essentials Multi-Purpose Portable & Foldable Wooden Desk for Bed Tray, Laptop Table, Study Table (Black)","Computers&Accessories|Accessories&Peripherals|LaptopAccessories|Lapdesks",540,1999,0.73,3.6,6422,"No any specific,Ok, in this price !,Write karte samay vibrate hota hai,Good but little hard to use on bed because of curvy edge,Poorly designed product,All over good product,Poor Stability,Good"
"B09N6TTHT6","E-COSMOS Plug in LED Night Light Mini USB LED Light Flexible USB LED Ambient Light Mini USB LED Light, LED Portable car Bulb, Indoor, Outdoor, Reading, Sleep (4 pcs)","Computers&Accessories|Accessories&Peripherals|USBGadgets|Lamps",89,99,0.1,4.2,241,"Good & attractive,Very versatile,Good,Good Product....,Good night light at 5Volt.,Pretty good product,Good,Nice bt it should be in direct plug not in usb"
"B09W5XR9RT","Duracell USB C To Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And Ipod. Fast Charging Lightning Cable, 3.9 Feet (1.2M) - Black","Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables",980,1999,0.51,4.4,184,"Very good product.,Using as a spare cable in car,Sturdy, Durable, Fast Charging!,Good brand,It’s like original apple cable,One of the best wire ..,Super well build. Quality product worth the money,Good product"
"B098R25TGC","Noise Buds VS201 V2 in-Ear Truly Wireless Earbuds with Dual Equalizer | with Mic | Total 14-Hour Playtime | Full Touch Control | IPX5 Water Resistance and Bluetooth v5.1 (Olive Green)","Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",1290,2999,0.57,3.8,14629,"[Updated] decent tws for under 1k,Sound clarity.,Good Product,Buds are very good Quality.,Nothing,Budget Friendly,Amazing sound,Good product..."
"B0B2PQL5N3","Lapster Gel Mouse pad with Wrist Rest , Gaming Mouse Pad with Lycra Cloth Nonslip for Laptop , Computer, , Home & Office (Black)","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MiceAccessories|MousePads",230,999,0.77,4.2,1528,"Worth the proce,Can't complain for the price,Good product,An Affordable Mouse Pad,Office only,Badiya,Worth it just for the cost to quality ratio.,Good.. But could've been excellent."
"B07DKZCZ89","Gizga Essentials Earphone Carrying Case, Multi-Purpose Pocket Storage Travel Organizer for Earphones, Headset, Pen Drives, SD Cards, Shock-Proof Ballistic Nylon, Soft Fabric, Mesh Pocket, Green","Electronics|Headphones,Earbuds&Accessories|Cases",120,499,0.76,4.3,15032,"Good quality,Good quality product,Must Go For It <U+0001F970>,Great case to carry charger or manage cabled products,Good,Rugged, compact. Would have been better with a loop to hold.,best for your earphones,Good"
"B08GYG6T12","SanDisk Ultra SDHC UHS-I Card 32GB 120MB/s R for DSLR Cameras, for Full HD Recording, 10Y Warranty","Electronics|Accessories|MemoryCards|SecureDigitalCards",448,800,0.44,4.4,69585,"Good Product But Spped Upto 30mbps,Nice,Regarding Card,Excellent SDCARD,Good,Fake product,Good,working fine read/write speed is good"
"B09BN2NPBD","DIGITEK® (DRL-14C) Professional (31cm) Dual Temperature LED Ring Light with Tripod Stand & Mini Tripod for YouTube, Photo-Shoot, Video Shoot, Live Stream, Makeup, Vlogging & More","Electronics|Mobiles&Accessories|MobileAccessories|Photo&VideoAccessories|Flashes&SelfieLights|SelfieLights",1713,3495,0.51,4.1,14371,"Worst Quality Stand,Very productive product and value for money.,Good,It is functioning good,Product is good but RGB is of no use - RECOMMENDED FOR WHITE LIGHT,Nice,Worth for money,Good product for it's price range"
"B00J4YG0PC","Classmate Long Notebook - 140 Pages, Single Line, 297mm x 210mm (Pack of 12)","OfficeProducts|OfficePaperProducts|Paper|Stationery|Notebooks,WritingPads&Diaries|CompositionNotebooks",562,720,0.22,4.4,3182,"Good <U+0001F44D>,Product is Good,VALUE FOR MONEY,Worth it,Notebook is good and paking in very bad,Very nice book and good packaging,Nice set of 12 Lovely <U+0001F60D> Books <U+0001F4DA>,The books are beautiful"
"B073BRXPZX","Lenovo 300 Wired Plug & Play USB Mouse, High Resolution 1600 DPI Optical Sensor, 3-Button Design with clickable Scroll Wheel, Ambidextrous, Ergonomic Mouse for Comfortable All-Day Grip (GX30M39704)","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",289,590,0.51,4.4,25886,"worth buying this mouse!,Good,Traditional mouse that does the job,nice,GOOD PRODUCT AND GOOD QUALITY,Worth the price money and amazing built quality,Compact mouse,super comfortable"
"B08LHTJTBB","Dyazo 6 Angles Adjustable Aluminum Ergonomic Foldable Portable Tabletop Laptop/Desktop Riser Stand Holder Compatible for MacBook, HP, Dell, Lenovo & All Other Notebook (Silver)","Computers&Accessories|Accessories&Peripherals|LaptopAccessories|NotebookComputerStands",600,1999,0.7,4.4,4736,"Price wise the best in Category,Laptop is not sitting properly on the stand.,Product Quality,A good product.,Awesome product,Not that good for heavy 17 inches laptops,Good product can be better,Value for money and compact"
"B07VTFN6HM","Western Digital WD 2TB My Passport Portable Hard Disk Drive, USB 3.0 with  Automatic Backup, 256 Bit AES Hardware Encryption,Password Protection,Compatible with Windows and Mac, External HDD-Black","Computers&Accessories|ExternalDevices&DataStorage|ExternalHardDisks",5586,7350,0.24,4.4,73005,"Good enough for now.. Could be better..,Amzon better then Flipcart & Others,Compact and Reliable 2TB External HDD: A Must-Have for Storing and Backing Up Your Data,<U+0001F49D><U+0001F44D>One of the best available mechanical external hard disks,Nice,Woth Money,Good product,Heating problem"
"B008QS9J6Y","Logitech C270 Digital HD Webcam with Widescreen HD Video Calling, HD Light Correction, Noise-Reducing Mic, for Skype, FaceTime, Hangouts, WebEx, PC/Mac/Laptop/MacBook/Tablet - (Black, HD 720p/30fps)","Computers&Accessories|Accessories&Peripherals|Audio&VideoAccessories|Webcams&VoIPEquipment|Webcams",1998,2595,0.23,4.3,20398,"Amazing Product!,Good product at in this range.,Thik thak photo aa jata hai.,Good product,Review,Nice hd webcam,Not all of Logitech's products are excellent.,Decent buy for the price."
"B09M8888DM","Portronics MPORT 31 4 Ports USB Hub (USB A to 4 USB-A Ports 4 in 1 Connector USB HUB(Grey)","Computers&Accessories|Accessories&Peripherals|USBHubs",495,799,0.38,4.3,2125,"Nice product,It works!,Indoor device, not for field use!,Does the job,Value for money product.,Good product,Till now...Using since 7 days..It's good,Useful USB multiplier"
